	seed	fold	fnr	fpr	acc
0	0.0	0.0	0.0303859745685	0.0301782479662	0.967953085899
1	1.0	0.0	0.031270832673	0.0261591824559	0.970886945724
2	2.0	0.0	0.0378954572134	0.0170422494264	0.970661222935
3	3.0	0.0	0.033795621843	0.0244880974626	0.970209896564
4	4.0	0.0	0.0244102434045	0.0271040165556	0.97314375639
5	0.0	1.0	0.0042451270675	0.00821401070711	0.991647839546
6	1.0	1.0	0.0120858536655	0.00413940064586	0.990067720413
7	2.0	1.0	0.00700561962564	0.00713416719319	0.990970671177
8	3.0	1.0	0.00180359914908	0.0121014478118	0.991873562336
9	4.0	1.0	0.00484826015384	0.00547840683061	0.99255079031
